contigName	contigLen	totalAvgDepth	mapped_reads_sorted.bam	mapped_reads_sorted.bam-var
k141_5060	1153	0	0	0
k141_10107	2164	0	0	0
k141_10108	2707	0	0	0
k141_5061	3544	0	0	0
k141_3144	4419	0	0	0
k141_5062	1071	0	0	0
k141_5063	1428	0	0	0
k141_10110	4729	0	0	0
k141_5064	1324	0	0	0
k141_10113	3180	0	0	0
k141_5065	4368	0	0	0
k141_5066	1557	0	0	0
k141_10115	2506	0	0	0
k141_14054	14912	0	0	0
k141_11727	40222	0	0	0
k141_5069	1272	0	0	0
k141_11728	1628	0	0	0
k141_11729	1142	0	0	0
k141_5070	2931	0	0	0
k141_14055	3910	0	0	0
k141_10116	6075	0	0	0
k141_11732	1338	0	0	0
k141_10118	1338	0	0	0
k141_5072	2973	0	0	0
k141_5073	1069	0	0	0
k141_14056	5483	0	0	0
k141_11733	4683	0	0	0
k141_14058	1178	0	0	0
k141_11735	1240	0	0	0
k141_5074	5015	0	0	0
k141_14059	3508	0	0	0
k141_11739	1273	0	0	0
k141_14060	2389	0	0	0
k141_5075	4399	0	0	0
k141_14061	1016	0	0	0
k141_11741	2642	0	0	0
k141_14062	1653	0	0	0
k141_11742	2033	0	0	0
k141_14063	1099	0	0	0
k141_11743	1282	0	0	0
k141_5076	4355	0	0	0
k141_14065	1719	0	0	0
k141_11744	1252	0	0	0
k141_11748	4241	0	0	0
k141_5077	7020	0	0	0
k141_5078	1673	0	0	0
k141_5079	1065	0	0	0
k141_11751	2405	0	0	0
k141_14066	9886	0	0	0
k141_5080	2559	0	0	0
k141_14067	1671	0	0	0
k141_11753	3857	0	0	0
k141_14068	3151	0	0	0
k141_5082	3535	0	0	0
k141_11758	1829	0	0	0
k141_11759	1021	0	0	0
k141_5083	3883	0	0	0
k141_11760	3362	0	0	0
k141_5084	2666	0	0	0
k141_5085	1015	0	0	0
k141_5086	1174	0	0	0
k141_11761	2930	0	0	0
k141_14070	8725	0	0	0
k141_5088	1451	0	0	0
k141_11765	1334	0	0	0
k141_5089	3540	0	0	0
k141_5091	1096	0	0	0
k141_11768	3085	0	0	0
k141_14071	6691	0	0	0
k141_11769	1737	0	0	0
k141_5092	2208	0	0	0
k141_14072	2038	0	0	0
k141_5093	2390	0	0	0
k141_11773	2126	0	0	0
k141_5094	2044	0	0	0
k141_11774	1528	0	0	0
k141_14074	3682	0	0	0
k141_5095	3073	0	0	0
k141_11775	4748	0	0	0
k141_14075	5596	0	0	0
k141_5097	3696	0	0	0
k141_11776	1818	0	0	0
k141_5098	1054	0	0	0
k141_11777	1120	0	0	0
k141_5099	1164	0	0	0
k141_11779	1077	0	0	0
k141_11780	1452	0	0	0
k141_11781	2017	0	0	0
k141_11782	3084	0	0	0
k141_5100	6911	0	0	0
k141_5101	2083	0	0	0
k141_11784	3708	0	0	0
k141_11785	2561	0	0	0
k141_5102	4810	0	0	0
k141_11786	1681	0	0	0
k141_14077	18345	0	0	0
k141_11788	1926	0	0	0
k141_14079	1564	0	0	0
k141_11789	2120	0	0	0
k141_11790	1833	0	0	0
k141_11791	2208	0	0	0
k141_14081	5274	0	0	0
k141_5103	15883	0	0	0
k141_14083	6275	0	0	0
k141_5104	1936	0	0	0
k141_5105	3899	0	0	0
k141_14084	4987	0	0	0
k141_5106	1548	0	0	0
k141_14085	2262	0	0	0
k141_14086	1233	0	0	0
k141_14087	1981	0	0	0
k141_5107	6174	0	0	0
k141_14089	1515	0	0	0
k141_14090	3001	0	0	0
k141_14091	1326	0	0	0
k141_5109	5069	0	0	0
k141_14093	1044	0	0	0
k141_14094	1538	0	0	0
k141_5110	2134	0	0	0
k141_14095	1763	0	0	0
k141_11793	30108	0	0	0
k141_5114	3332	0	0	0
k141_11795	2243	0	0	0
k141_5115	2979	0	0	0
k141_14096	6134	0	0	0
k141_5116	1138	0	0	0
k141_5117	1024	0	0	0
k141_14097	2172	0	0	0
k141_5118	1122	0	0	0
k141_14098	1506	0	0	0
k141_5119	2881	0	0	0
k141_3147	139472	0	0	0
k141_11796	8771	0	0	0
k141_6374	768385	0	0	0
k141_11797	2473	0	0	0
k141_5120	6187	0	0	0
k141_14099	8910	0	0	0
k141_11798	2382	0	0	0
k141_3148	6814	0	0	0
k141_5121	2461	0	0	0
k141_11799	2352	0	0	0
k141_5122	1439	0	0	0
k141_3149	2976	0	0	0
k141_11800	1646	0	0	0
k141_14102	3930	0	0	0
k141_11801	3664	0	0	0
k141_11802	1518	0	0	0
k141_5123	7737	0	0	0
k141_11803	1453	0	0	0
k141_14104	5823	0	0	0
k141_5126	1021	0	0	0
k141_5127	1508	0	0	0
k141_14105	3588	0	0	0
k141_11806	4356	0	0	0
k141_5128	3172	0	0	0
k141_11807	1016	0	0	0
k141_11808	1634	0	0	0
k141_5130	1836	0	0	0
k141_14108	2463	0	0	0
k141_14109	1058	0	0	0
k141_14110	1168	0	0	0
k141_11810	2990	0	0	0
k141_5131	6835	0	0	0
k141_14112	5305	0	0	0
k141_11815	3448	0	0	0
k141_5132	2546	0	0	0
k141_11816	1238	0	0	0
k141_14114	1782	0	0	0
k141_11817	1361	0	0	0
k141_5133	3368	0	0	0
k141_14116	2330	0	0	0
k141_14117	2050	0	0	0
k141_5135	2071	0	0	0
k141_11818	4437	0	0	0
k141_14118	2394	0	0	0
k141_11819	1851	0	0	0
k141_14119	1849	0	0	0
k141_11821	1543	0	0	0
k141_5136	4974	0	0	0
k141_3150	35723	0	0	0
k141_14120	1556	0	0	0
k141_11824	1475	0	0	0
k141_3151	1992	0	0	0
k141_14122	1170	0	0	0
k141_5138	2513	0	0	0
k141_5140	2266	0	0	0
k141_14123	3220	0	0	0
k141_5142	1750	0	0	0
k141_14125	2784	0	0	0
k141_14126	1453	0	0	0
k141_11827	6222	0	0	0
k141_14127	2024	0	0	0
k141_11828	1366	0	0	0
k141_5143	7733	0	0	0
k141_11829	1088	0	0	0
k141_5144	1358	0	0	0
k141_5145	1181	0	0	0
k141_14130	1628	0	0	0
k141_14131	1754	0	0	0
k141_5146	1888	0	0	0
k141_11832	6282	0	0	0
k141_5150	1149	0	0	0
k141_11834	3009	0	0	0
k141_5151	3171	0	0	0
k141_11835	1843	0	0	0
k141_11836	1201	0	0	0
k141_5152	1609	0	0	0
k141_8307	313599	0	0	0
k141_11837	3335	0	0	0
k141_5159	1803	0	0	0
k141_8308	3788	0	0	0
k141_5162	1033	0	0	0
k141_11838	4430	0	0	0
k141_8310	2382	0	0	0
k141_5168	1709	0	0	0
k141_14132	16466	0	0	0
k141_11839	4114	0	0	0
k141_11840	1175	0	0	0
k141_8312	2671	0	0	0
k141_11842	2383	0	0	0
k141_8313	1578	0	0	0
k141_14135	3192	0	0	0
k141_11843	1113	0	0	0
k141_14136	1154	0	0	0
k141_11844	2244	0	0	0
k141_8314	2256	0	0	0
k141_5170	5875	0	0	0
k141_8317	1206	0	0	0
k141_11845	3603	0	0	0
k141_8318	1763	0	0	0
k141_11846	2033	0	0	0
k141_11848	1027	0	0	0
k141_14137	7240	0	0	0
k141_8321	2629	0	0	0
k141_11850	2288	0	0	0
k141_14138	1623	0	0	0
k141_8322	1547	0	0	0
k141_11852	1207	0	0	0
k141_14140	1512	0	0	0
k141_11853	1813	0	0	0
k141_8323	3960	0	0	0
k141_11854	3465	0	0	0
k141_5172	11752	0	0	0
k141_11855	1208	0	0	0
k141_6375	99044	0	0	0
k141_8324	2535	0	0	0
k141_14142	5443	0	0	0
k141_6376	1242	0	0	0
k141_11856	4542	0	0	0
k141_11857	1584	0	0	0
k141_14144	4365	0	0	0
k141_8325	6227	0	0	0
k141_14145	6321	0	0	0
k141_11858	12122	0	0	0
k141_14146	3682	0	0	0
k141_8329	8874	0	0	0
k141_8330	2011	0	0	0
k141_14147	2775	0	0	0
k141_8331	1090	0	0	0
k141_14148	1901	0	0	0
k141_6377	20324	0	0	0
k141_3153	77823	0	0	0
k141_14149	2676	0	0	0
k141_11859	11513	0	0	0
k141_6378	2454	0	0	0
k141_3154	1588	0	0	0
k141_11862	1590	0	0	0
k141_3155	1268	0	0	0
k141_14150	2178	0	0	0
k141_11863	2068	0	0	0
k141_11864	2110	0	0	0
k141_8332	8505	0	0	0
k141_6379	5373	0	0	0
k141_11865	1265	0	0	0
k141_8333	1894	0	0	0
k141_11866	1952	0	0	0
k141_3156	5693	0	0	0
k141_14151	6286	0	0	0
k141_6380	2738	0	0	0
k141_11867	1563	0	0	0
k141_14152	1594	0	0	0
k141_3158	1694	0	0	0
k141_8336	2294	0	0	0
k141_6381	3226	0	0	0
k141_3159	2193	0	0	0
k141_8337	1619	0	0	0
k141_11868	5085	0	0	0
k141_14153	3534	0	0	0
k141_11869	1216	0	0	0
k141_6382	2303	0	0	0
k141_14154	1416	0	0	0
k141_3161	3462	0	0	0
k141_8339	3871	0	0	0
k141_14155	2032	0	0	0
k141_11870	3890	0	0	0
k141_3162	2787	0	0	0
k141_8341	2168	0	0	0
k141_8342	1498	0	0	0
k141_11871	4835	0	0	0
k141_8343	2269	0	0	0
k141_11874	1855	0	0	0
k141_3163	4587	0	0	0
k141_8345	1507	0	0	0
k141_11878	1321	0	0	0
k141_6383	11736	0	0	0
k141_8346	1388	0	0	0
k141_3164	3879	0	0	0
k141_11881	1129	0	0	0
k141_6385	1667	0	0	0
k141_8348	2749	0	0	0
k141_3165	2631	0	0	0
k141_11883	2647	0	0	0
k141_6386	2296	0	0	0
k141_11884	2553	0	0	0
k141_6387	2003	0	0	0
k141_8350	3262	0	0	0
k141_6388	1860	0	0	0
k141_11888	2620	0	0	0
k141_8351	2473	0	0	0
k141_6389	1570	0	0	0
k141_6390	2601	0	0	0
k141_8356	1727	0	0	0
k141_6392	1948	0	0	0
k141_11889	10252	0	0	0
k141_6395	3131	0	0	0
k141_8357	6123	0	0	0
k141_11890	2477	0	0	0
k141_14156	28010	0	0	0
k141_6398	2767	0	0	0
k141_8358	3043	0	0	0
k141_11895	1638	0	0	0
k141_6399	2278	0	0	0
k141_11897	1269	0	0	0
k141_11899	1453	0	0	0
k141_6400	2750	0	0	0
k141_11900	1108	0	0	0
k141_5175	73051	0	0	0
k141_8359	5812	0	0	0
k141_14158	8045	0	0	0
k141_6401	2153	0	0	0
k141_8360	1127	0	0	0
k141_11901	4482	0	0	0
k141_5177	2733	0	0	0
k141_8363	1212	0	0	0
k141_6402	3710	0	0	0
k141_5178	1614	0	0	0
k141_14159	6360	0	0	0
k141_5179	2541	0	0	0
k141_8364	4178	0	0	0
k141_6403	4558	0	0	0
k141_8366	1529	0	0	0
k141_8367	3349	0	0	0
k141_5180	5943	0	0	0
k141_5181	2100	0	0	0
k141_11904	14869	0	0	0
k141_8370	2291	0	0	0
k141_11905	2253	0	0	0
k141_8371	1707	0	0	0
k141_11907	2036	0	0	0
k141_8372	1484	0	0	0
k141_5184	3175	0	0	0
k141_11910	2012	0	0	0
k141_8376	1466	0	0	0
k141_5185	3119	0	0	0
k141_8377	2978	0	0	0
k141_11913	3436	0	0	0
k141_11914	2020	0	0	0
k141_14160	20631	0	0	0
k141_5186	3963	0	0	0
k141_5187	1285	0	0	0
k141_11915	2518	0	0	0
k141_11916	2043	0	0	0
k141_5189	2543	0	0	0
k141_5190	2452	0	0	0
k141_5192	1195	0	0	0
k141_11918	7820	0	0	0
k141_11920	2833	0	0	0
k141_11921	3910	0	0	0
k141_11922	1062	0	0	0
k141_5194	6976	0	0	0
k141_11923	1422	0	0	0
k141_8378	19855	0	0	0
k141_5195	2051	0	0	0
k141_8380	1306	0	0	0
k141_11924	4364	0	0	0
k141_8382	2467	0	0	0
k141_11925	3825	0	0	0
k141_11926	1529	0	0	0
k141_5196	5934	0	0	0
k141_8383	2602	0	0	0
k141_14161	25818	0	0	0
k141_8384	2555	0	0	0
k141_5198	2762	0	0	0
k141_11927	7560	0	0	0
k141_5199	2372	0	0	0
k141_8388	3586	0	0	0
k141_5200	1723	0	0	0
k141_8389	3280	0	0	0
k141_5201	1707	0	0	0
k141_11928	9356	0	0	0
k141_8390	3839	0	0	0
k141_5203	3371	0	0	0
k141_8391	1919	0	0	0
k141_11929	4360	0	0	0
k141_11930	1155	0	0	0
k141_5205	3448	0	0	0
k141_8392	3312	0	0	0
k141_11931	3814	0	0	0
k141_8394	1110	0	0	0
k141_11932	1841	0	0	0
k141_11933	1067	0	0	0
k141_8396	1678	0	0	0
k141_5206	4576	0	0	0
k141_11935	1172	0	0	0
k141_8397	2008	0	0	0
k141_5207	2508	0	0	0
k141_8398	2634	0	0	0
k141_5208	1662	0	0	0
k141_8399	1036	0	0	0
k141_11936	6129	0	0	0
k141_8400	1085	0	0	0
k141_11937	4576	0	0	0
k141_8404	2385	0	0	0
k141_5211	4288	0	0	0
k141_11938	1249	0	0	0
k141_5212	1123	0	0	0
k141_11942	1915	0	0	0
k141_11944	1787	0	0	0
k141_8406	4183	0	0	0
k141_11945	3356	0	0	0
k141_5213	6276	0	0	0
k141_8410	1721	0	0	0
k141_8411	1010	0	0	0
k141_11946	5235	0	0	0
k141_11947	1062	0	0	0
k141_11948	2114	0	0	0
k141_5214	5836	0	0	0
k141_5215	2223	0	0	0
k141_11950	3838	0	0	0
k141_14162	49761	0	0	0
k141_5216	3303	0	0	0
k141_8413	10382	0	0	0
k141_11951	4081	0	0	0
k141_8414	1018	0	0	0
k141_14163	3447	0	0	0
k141_11952	2021	0	0	0
k141_8415	2012	0	0	0
k141_11953	1947	0	0	0
k141_10119	465463	0	0	0
k141_5217	5193	0	0	0
k141_11954	2639	0	0	0
k141_8419	2652	0	0	0
k141_5218	1409	0	0	0
k141_11957	2036	0	0	0
k141_5219	2269	0	0	0
k141_11960	1186	0	0	0
k141_10120	4627	0	0	0
k141_11961	1194	0	0	0
k141_8420	5312	0	0	0
k141_8421	1696	0	0	0
k141_10121	2962	0	0	0
k141_11965	2395	0	0	0
k141_10122	1292	0	0	0
k141_10123	2008	0	0	0
k141_8422	3946	0	0	0
k141_11967	2805	0	0	0
k141_8423	1347	0	0	0
k141_5220	8282	0	0	0
k141_11968	2966	0	0	0
k141_8424	2612	0	0	0
k141_8425	1940	0	0	0
k141_10124	5593	0	0	0
k141_11970	4496	0	0	0
k141_8426	3022	0	0	0
k141_8427	1325	0	0	0
k141_8428	2176	0	0	0
k141_8429	1840	0	0	0
k141_11971	7318	0	0	0
k141_8430	2790	0	0	0
k141_11975	1783	0	0	0
k141_11977	1326	0	0	0
k141_5221	14437	0	0	0
k141_8431	4245	0	0	0
k141_8432	1526	0	0	0
k141_11980	3211	0	0	0
k141_8433	2157	0	0	0
k141_5222	4248	0	0	0
k141_8434	1740	0	0	0
k141_8435	1446	0	0	0
k141_8436	1621	0	0	0
k141_8437	1380	0	0	0
k141_8439	5157	0	0	0
k141_8440	1022	0	0	0
k141_8441	1106	0	0	0
k141_5225	11340	0	0	0
k141_8442	2546	0	0	0
k141_5226	1840	0	0	0
k141_8444	3711	0	0	0
k141_5230	2752	0	0	0
k141_5231	1439	0	0	0
k141_8445	5846	0	0	0
k141_8446	3958	0	0	0
k141_11981	33170	0	0	0
k141_8449	1082	0	0	0
k141_11983	2218	0	0	0
k141_8450	2402	0	0	0
k141_8451	3943	0	0	0
k141_11984	5373	0	0	0
k141_11986	1223	0	0	0
k141_8452	2764	0	0	0
k141_11987	1796	0	0	0
k141_8453	1365	0	0	0
k141_11989	1040	0	0	0
k141_8455	2496	0	0	0
k141_11990	4531	0	0	0
k141_8457	1902	0	0	0
k141_5232	22771	0	0	0
k141_11991	5705	0	0	0
k141_8458	4897	0	0	0
k141_5233	1732	0	0	0
k141_8459	1103	0	0	0
k141_8460	1629	0	0	0
k141_5234	2188	0	0	0
k141_11992	3683	0	0	0
k141_5235	1000	0	0	0
k141_11993	1019	0	0	0
k141_5236	1737	0	0	0
k141_11995	2948	0	0	0
k141_5237	1613	0	0	0
k141_8462	5940	0	0	0
k141_11997	2354	0	0	0
k141_8465	1422	0	0	0
k141_5239	3399	0	0	0
k141_8466	1655	0	0	0
k141_8467	2442	0	0	0
k141_5241	2170	0	0	0
k141_12002	4848	0	0	0
k141_5244	6079	0	0	0
k141_12003	9233	0	0	0
k141_12004	2183	0	0	0
k141_5245	2900	0	0	0
k141_5247	1666	0	0	0
k141_12006	2851	0	0	0
k141_5251	1228	0	0	0
k141_12007	5944	0	0	0
k141_5252	4618	0	0	0
k141_8468	27814	0	0	0
k141_8470	1124	0	0	0
k141_8471	9437	0	0	0
k141_8472	1687	0	0	0
k141_8473	1490	0	0	0
k141_12010	19128	0	0	0
k141_8475	1023	0	0	0
k141_12013	2214	0	0	0
k141_8477	2519	0	0	0
k141_12014	1983	0	0	0
k141_8478	2571	0	0	0
k141_5253	21331	0	0	0
k141_6404	235161	0	0	0
k141_8481	1107	0	0	0
k141_8482	1600	0	0	0
k141_12015	6010	0	0	0
k141_6406	2167	0	0	0
k141_5256	2341	0	0	0
k141_8483	2554	0	0	0
k141_10125	119169	0	0	0
k141_5257	2031	0	0	0
k141_12016	7870	0	0	0
k141_5262	1408	0	0	0
k141_6407	6174	0	0	0
k141_8486	6920	0	0	0
k141_10126	6327	0	0	0
k141_5263	2075	0	0	0
k141_6408	1770	0	0	0
k141_12017	3688	0	0	0
k141_10127	1262	0	0	0
k141_5264	1168	0	0	0
k141_8487	2726	0	0	0
k141_6409	2222	0	0	0
k141_12018	2844	0	0	0
k141_8488	1493	0	0	0
k141_5267	1031	0	0	0
k141_12019	1742	0	0	0
k141_10128	4006	0	0	0
k141_12020	1861	0	0	0
k141_5269	1978	0	0	0
k141_6411	3068	0	0	0
k141_10129	1099	0	0	0
k141_8489	4692	0	0	0
k141_6412	1730	0	0	0
k141_5270	2381	0	0	0
k141_8491	1590	0	0	0
k141_6413	1975	0	0	0
k141_8492	1049	0	0	0
k141_6414	1487	0	0	0
k141_12021	6575	0	0	0
k141_5271	4584	0	0	0
k141_8493	4243	0	0	0
k141_10130	7292	0	0	0
k141_12022	3404	0	0	0
k141_8494	2402	0	0	0
k141_12023	1378	0	0	0
k141_6415	4578	0	0	0
k141_12024	1197	0	0	0
k141_8496	1608	0	0	0
k141_6416	1135	0	0	0
k141_8497	1178	0	0	0
k141_5272	4987	0	0	0
k141_6417	2047	0	0	0
k141_12025	3535	0	0	0
k141_5273	1764	0	0	0
k141_10131	6033	0	0	0
k141_8498	3224	0	0	0
k141_6418	2104	0	0	0
k141_8499	2212	0	0	0
k141_8501	1059	0	0	0
k141_12027	4475	0	0	0
k141_8506	1450	0	0	0
k141_12028	2406	0	0	0
k141_10133	5823	0	0	0
k141_12030	1235	0	0	0
k141_8508	2391	0	0	0
k141_10134	2136	0	0	0
k141_12033	2080	0	0	0
k141_8509	2732	0	0	0
k141_12035	1049	0	0	0
k141_10135	2368	0	0	0
k141_12036	1108	0	0	0
k141_10136	2699	0	0	0
k141_12040	1732	0	0	0
k141_8511	5216	0	0	0
k141_10137	1570	0	0	0
k141_10141	1291	0	0	0
k141_12041	4371	0	0	0
k141_8514	2385	0	0	0
k141_8515	1108	0	0	0
k141_10142	1732	0	0	0
k141_8518	2007	0	0	0
k141_8520	3653	0	0	0
k141_12042	9871	0	0	0
k141_8523	1016	0	0	0
k141_8525	2672	0	0	0
k141_12045	5168	0	0	0
k141_8528	3104	0	0	0
k141_12046	3140	0	0	0
k141_8529	3963	0	0	0
k141_12048	1612	0	0	0
k141_12049	1689	0	0	0
k141_12052	1038	0	0	0
k141_8532	2672	0	0	0
k141_12053	1960	0	0	0
k141_8533	2998	0	0	0
k141_8534	1872	0	0	0
k141_12054	3394	0	0	0
k141_12055	2544	0	0	0
k141_8535	3963	0	0	0
k141_12056	2492	0	0	0
k141_8538	1027	0	0	0
k141_3168	340455	0	0	0
k141_8539	4359	0	0	0
k141_8541	1074	0	0	0
k141_3170	2226	0	0	0
k141_3171	3195	0	0	0
k141_8545	4701	0	0	0
k141_3173	1177	0	0	0
k141_3174	1236	0	0	0
k141_8546	3153	0	0	0
k141_12057	17081	0	0	0
k141_3176	1115	0	0	0
k141_8549	1738	0	0	0
k141_3177	3395	0	0	0
k141_12061	2869	0	0	0
k141_12062	1616	0	0	0
k141_8550	5041	0	0	0
k141_8553	1646	0	0	0
k141_3178	4541	0	0	0
k141_3179	2082	0	0	0
k141_8554	3632	0	0	0
k141_3180	1086	0	0	0
k141_12063	7471	0	0	0
k141_8557	2240	0	0	0
k141_3181	1627	0	0	0
k141_12064	1884	0	0	0
k141_12065	2855	0	0	0
k141_12066	2891	0	0	0
k141_12067	1165	0	0	0
k141_3184	5173	0	0	0
k141_8560	7657	0	0	0
k141_3186	1175	0	0	0
k141_12068	1872	0	0	0
k141_8561	2928	0	0	0
k141_12072	1204	0	0	0
k141_3187	2643	0	0	0
k141_12073	2136	0	0	0
k141_8562	3435	0	0	0
k141_3191	1427	0	0	0
k141_12074	1731	0	0	0
k141_12075	1092	0	0	0
k141_8563	2647	0	0	0
k141_3193	1557	0	0	0
k141_12076	1968	0	0	0
k141_5274	86448	0	0	0
k141_8565	1864	0	0	0
k141_5276	1905	0	0	0
k141_3194	3941	0	0	0
k141_8566	4212	0	0	0
k141_3195	1181	0	0	0
k141_12077	8149	0	0	0
k141_8567	3367	0	0	0
k141_12078	1202	0	0	0
k141_5280	4254	0	0	0
k141_3196	4268	0	0	0
k141_12079	2343	0	0	0
k141_12080	1077	0	0	0
k141_3197	1556	0	0	0
k141_8569	4333	0	0	0
k141_12081	2598	0	0	0
k141_5281	3786	0	0	0
k141_8570	1611	0	0	0
k141_8571	1122	0	0	0
k141_3198	2951	0	0	0
k141_12083	1756	0	0	0
k141_5282	2080	0	0	0
k141_8572	2609	0	0	0
k141_12086	1207	0	0	0
k141_12087	1817	0	0	0
k141_8573	2462	0	0	0
k141_8574	1231	0	0	0
k141_5283	4240	0	0	0
k141_12088	2158	0	0	0
k141_5284	1293	0	0	0
k141_8575	2292	0	0	0
k141_12090	1191	0	0	0
k141_3201	6975	0	0	0
k141_5286	1709	0	0	0
k141_8577	1921	0	0	0
k141_3202	1424	0	0	0
k141_12092	2531	0	0	0
k141_10143	90909	0	0	0
k141_12093	1520	0	0	0
k141_8578	2539	0	0	0
k141_5287	3330	0	0	0
k141_8579	1325	0	0	0
k141_8580	2344	0	0	0
k141_5288	2713	0	0	0
k141_10144	4509	0	0	0
k141_12094	5190	0	0	0
k141_8582	1198	0	0	0
k141_12095	1928	0	0	0
k141_8583	1725	0	0	0
k141_12096	1226	0	0	0
k141_8584	1247	0	0	0
k141_10146	3007	0	0	0
k141_12098	1655	0	0	0
k141_10147	1310	0	0	0
k141_8585	2226	0	0	0
k141_3203	10331	0	0	0
k141_10148	1995	0	0	0
k141_3204	2122	0	0	0
k141_8586	3782	0	0	0
k141_12099	4421	0	0	0
k141_8588	1443	0	0	0
k141_12101	1271	0	0	0
k141_5289	10352	0	0	0
k141_8589	1413	0	0	0
k141_12102	1906	0	0	0
k141_5290	1759	0	0	0
k141_8591	1881	0	0	0
k141_5291	1245	0	0	0
k141_12103	3451	0	0	0
k141_8593	1628	0	0	0
k141_3206	8203	0	0	0
k141_8594	6209	0	0	0
k141_5293	6330	0	0	0
k141_3207	4429	0	0	0
k141_8595	1250	0	0	0
k141_8596	1185	0	0	0
k141_3208	1219	0	0	0
k141_8598	2244	0	0	0
k141_5294	4685	0	0	0
k141_12104	13221	0	0	0
k141_3211	2443	0	0	0
k141_12105	1119	0	0	0
k141_3213	1074	0	0	0
k141_5296	1589	0	0	0
k141_12106	1732	0	0	0
k141_8600	4309	0	0	0
k141_3214	1376	0	0	0
k141_3215	2263	0	0	0
k141_5297	3727	0	0	0
k141_8601	4344	0	0	0
k141_5298	2377	0	0	0
k141_3217	3377	0	0	0
k141_12107	8206	0	0	0
k141_3218	1647	0	0	0
k141_8602	5387	0	0	0
k141_12108	3414	0	0	0
k141_5300	4023	0	0	0
k141_12109	1559	0	0	0
k141_8603	3793	0	0	0
k141_12110	1944	0	0	0
k141_3221	4353	0	0	0
k141_5301	3644	0	0	0
k141_8604	3790	0	0	0
k141_3222	2747	0	0	0
k141_12112	4210	0	0	0
k141_8605	2905	0	0	0
k141_12113	2588	0	0	0
k141_5302	4327	0	0	0
k141_12114	1033	0	0	0
k141_3223	4070	0	0	0
k141_5303	3157	0	0	0
k141_12116	2834	0	0	0
k141_8608	4238	0	0	0
k141_3225	1212	0	0	0
k141_12117	2512	0	0	0
k141_5305	3057	0	0	0
k141_3226	3468	0	0	0
k141_8609	5936	0	0	0
k141_12118	4145	0	0	0
k141_3228	2326	0	0	0
k141_8612	2665	0	0	0
k141_3230	1197	0	0	0
k141_12119	4340	0	0	0
k141_3232	1457	0	0	0
k141_8613	3204	0	0	0
k141_8614	1661	0	0	0
k141_3235	1067	0	0	0
k141_5306	9560	0	0	0
k141_12120	5727	0	0	0
k141_8616	1751	0	0	0
k141_5307	1515	0	0	0
k141_5309	1404	0	0	0
k141_8619	2677	0	0	0
k141_3236	4608	0	0	0
k141_12121	5310	0	0	0
k141_3237	1881	0	0	0
k141_12122	1953	0	0	0
k141_3238	1440	0	0	0
k141_12124	1181	0	0	0
k141_8620	5157	0	0	0
k141_12125	1269	0	0	0
k141_3239	2053	0	0	0
k141_8621	3150	0	0	0
k141_12126	6743	0	0	0
k141_8622	3680	0	0	0
k141_8625	1228	0	0	0
k141_3240	8870	0	0	0
k141_8629	3974	0	0	0
k141_3241	3772	0	0	0
k141_8635	1082	0	0	0
k141_3244	4620	0	0	0
k141_8637	3890	0	0	0
k141_8638	1392	0	0	0
k141_3245	1761	0	0	0
k141_3246	1812	0	0	0
k141_8642	1261	0	0	0
k141_8645	1381	0	0	0
k141_3248	4188	0	0	0
k141_8647	2419	0	0	0
k141_8648	1136	0	0	0
k141_8649	1289	0	0	0
k141_3251	1904	0	0	0
k141_3252	1753	0	0	0
k141_8652	4786	0	0	0
k141_3254	2498	0	0	0
k141_8653	2333	0	0	0
k141_8654	1777	0	0	0
k141_3256	3453	0	0	0
k141_8655	4509	0	0	0
k141_8656	1103	0	0	0
k141_3260	2504	0	0	0
k141_8657	2038	0	0	0
k141_8658	1372	0	0	0
k141_8659	2009	0	0	0
k141_3261	4562	0	0	0
k141_8660	2242	0	0	0
k141_8661	1164	0	0	0
k141_3263	1871	0	0	0
k141_12127	53414	0	0	0
k141_3264	1926	0	0	0
k141_8664	2899	0	0	0
k141_12131	2244	0	0	0
k141_3265	1901	0	0	0
k141_12133	4991	0	0	0
k141_8667	5992	0	0	0
k141_5311	63116	0	0	0
k141_12134	4997	0	0	0
k141_8670	3713	0	0	0
k141_8671	1116	0	0	0
k141_5312	3352	0	0	0
k141_8672	2855	0	0	0
k141_12137	4879	0	0	0
k141_8673	2029	0	0	0
k141_8674	2147	0	0	0
k141_12138	5191	0	0	0
k141_12139	1156	0	0	0
k141_8675	4921	0	0	0
k141_8676	1825	0	0	0
k141_8677	3875	0	0	0
k141_12144	5771	0	0	0
k141_8678	2001	0	0	0
k141_12145	1544	0	0	0
k141_8682	1594	0	0	0
k141_12146	5062	0	0	0
k141_8684	2106	0	0	0
k141_8685	1306	0	0	0
k141_12147	3229	0	0	0
k141_12150	3392	0	0	0
k141_12151	2494	0	0	0
k141_12153	1766	0	0	0
k141_12154	1770	0	0	0
k141_12158	3379	0	0	0
k141_8686	17046	0	0	0
k141_12161	1554	0	0	0
k141_8687	5184	0	0	0
k141_8688	1852	0	0	0
k141_8689	3330	0	0	0
k141_8690	2955	0	0	0
k141_8694	1608	0	0	0
k141_8695	1035	0	0	0
k141_8696	1631	0	0	0
k141_8697	1255	0	0	0
k141_8698	2823	0	0	0
k141_8699	2168	0	0	0
k141_8700	1210	0	0	0
k141_8701	3153	0	0	0
k141_12162	30091	0	0	0
k141_8702	4190	0	0	0
k141_12163	1052	0	0	0
